system,arm,train_traj,F1,FPR,FNR,abstain_pct
quad2d,fm_disp_greedy_d10,10500,0.8250,0.0014,0.2713,15.562
quad2d,fm_disp_greedy_d10,11000,0.9023,0.0006,0.1581,32.907
quad2d,fm_disp_greedy_d10,11500,0.8633,0.0012,0.2159,14.069
quad2d,fm_disp_gdiv_d10,2000,0.5578,0.0009,0.6044,10.608
quad2d,fm_disp_gdiv_d10,2500,0.7547,0.0006,0.3815,25.658
quad2d,fm_disp_gdiv_d10,3000,0.7803,0.0015,0.3342,19.014
quad2d,fm_disp_gdiv_d10,3500,0.6804,0.0010,0.4679,13.251
quad2d,fm_disp_gdiv_d10,4000,0.8176,0.0011,0.2809,25.869
quad2d,fm_disp_gdiv_d10,4500,0.7919,0.0014,0.3164,21.963
quad2d,fm_disp_gdiv_d10,5000,0.7604,0.0008,0.3682,22.439
quad2d,fm_disp_gdiv_d10,5500,0.7722,0.0006,0.3564,24.720
quad2d,fm_disp_gdiv_d10,6000,0.8826,0.0004,0.1925,40.331
quad2d,fm_disp_gdiv_d10,6500,0.8095,0.0005,0.3060,22.578
quad2d,fm_disp_gdiv_d10,7000,0.8434,0.0010,0.2476,19.493
quad2d,fm_disp_gdiv_d10,7500,0.8430,0.0010,0.2494,16.769
quad2d,fm_disp_gdiv_d10,8000,0.8491,0.0011,0.2369,16.266
quad2d,fm_disp_gdiv_d10,8500,0.9376,0.0005,0.0952,36.598
quad2d,fm_disp_gdiv_d10,9000,0.8792,0.0013,0.1846,15.709
quad2d,fm_disp_gdiv_d10,9500,0.9066,0.0010,0.1459,16.250
quad2d,fm_disp_gdiv_d10,10000,0.9094,0.0008,0.1448,15.251
quad2d,fm_disp_gdiv_d10,10500,0.9157,0.0009,0.1310,15.000
quad2d,fm_disp_gdiv_d10,11000,0.9553,0.0006,0.0640,30.190
quad2d,fm_disp_gdiv_d10,11500,0.9316,0.0008,0.1018,17.114
quad2d,fm_disp_prop_d10,2000,0.5578,0.0009,0.6044,10.608
quad2d,fm_disp_prop_d10,2500,0.7192,0.0012,0.4156,24.696
quad2d,fm_disp_prop_d10,3000,0.7120,0.0013,0.4229,20.054
quad2d,fm_disp_prop_d10,3500,0.6781,0.0006,0.4751,21.588
quad2d,fm_disp_prop_d10,4000,0.7541,0.0008,0.3778,24.719
quad2d,fm_disp_prop_d10,4500,0.7001,0.0009,0.4447,21.311
quad2d,fm_disp_prop_d10,5000,0.6625,0.0004,0.4965,22.590
quad2d,fm_disp_prop_d10,5500,0.7836,0.0008,0.3353,19.799
quad2d,fm_disp_prop_d10,6000,0.7474,0.0004,0.3927,19.894
quad2d,fm_disp_prop_d10,6500,0.8972,0.0002,0.1747,37.954
quad2d,fm_disp_prop_d10,7000,0.7862,0.0005,0.3390,18.004
quad2d,fm_disp_prop_d10,7500,0.8410,0.0006,0.2551,18.425
quad2d,fm_disp_prop_d10,8000,0.8520,0.0007,0.2347,20.235
quad2d,fm_disp_prop_d10,8500,0.8424,0.0009,0.2470,16.745
quad2d,fm_disp_prop_d10,9000,0.9417,0.0005,0.0872,33.718
quad2d,fm_disp_prop_d10,9500,0.8848,0.0009,0.1760,16.006
quad2d,fm_disp_prop_d10,10000,0.8979,0.0006,0.1652,17.904
quad2d,fm_disp_prop_d10,10500,0.8811,0.0011,0.1849,14.486
quad2d,fm_disp_prop_d10,11000,0.8891,0.0010,0.1724,14.621
quad2d,fm_disp_prop_d10,11500,0.8969,0.0010,0.1604,14.674
quad3d,clf_adaptive,10000,0.9355,0.0104,0.0848,39.304
quad3d,clf_adaptive,11000,0.9432,0.0059,0.0852,38.741
quad3d,clf_adaptive,12000,0.9528,0.0077,0.0624,39.916
quad3d,clf_adaptive,13000,0.9397,0.0117,0.0728,38.173
quad3d,clf_adaptive,14000,0.9384,0.0102,0.0794,33.060
quad3d,clf_adaptive,15000,0.9469,0.0063,0.0767,33.853
quad3d,clf_adaptive,16000,0.9397,0.0058,0.0914,30.859
quad3d,clf_adaptive,17000,0.9378,0.0076,0.0899,30.144
quad3d,clf_adaptive,18000,0.9424,0.0076,0.0814,28.332
quad3d,clf_adaptive,19000,0.9461,0.0044,0.0847,29.116
quad3d,clf_adaptive,20000,0.9434,0.0045,0.0897,28.945
quad3d,clf_adaptive,21000,0.9444,0.0076,0.0771,25.724
quad3d,clf_adaptive,22000,0.9514,0.0066,0.0677,26.985
quad3d,clf_adaptive,23000,0.9388,0.0062,0.0922,23.653
quad3d,clf_adaptive,24000,0.9529,0.0050,0.0704,27.937
quad3d,clf_nonadapt,10000,0.9358,0.0112,0.0819,39.584
quad3d,clf_nonadapt,11000,0.9517,0.0083,0.0623,42.395
quad3d,clf_nonadapt,12000,0.9329,0.0075,0.0974,34.112
quad3d,clf_nonadapt,13000,0.9370,0.0059,0.0954,36.006
quad3d,clf_nonadapt,14000,0.9180,0.0052,0.1307,35.338
quad3d,clf_nonadapt,15000,0.9450,0.0068,0.0784,36.283
quad3d,clf_nonadapt,16000,0.9501,0.0071,0.0681,37.242
quad3d,clf_nonadapt,17000,0.9428,0.0059,0.0857,32.197
quad3d,clf_nonadapt,18000,0.9532,0.0092,0.0568,36.375
quad3d,clf_nonadapt,19000,0.9491,0.0063,0.0727,34.336
quad3d,clf_nonadapt,20000,0.9391,0.0080,0.0853,28.068
quad3d,clf_nonadapt,21000,0.9401,0.0046,0.0944,33.825
quad3d,clf_nonadapt,22000,0.9376,0.0069,0.0914,28.249
quad3d,clf_nonadapt,23000,0.9341,0.0057,0.1020,28.308
quad3d,clf_nonadapt,24000,0.9369,0.0040,0.1030,27.933
quad3d,partx,10000,0.7488,0.0207,0.3530,6.109
quad3d,partx,11000,0.7206,0.0166,0.3998,5.351
quad3d,partx,12000,0.7387,0.0191,0.3704,5.658
quad3d,partx,13000,0.7288,0.0159,0.3908,5.357
quad3d,partx,14000,0.7503,0.0195,0.3537,5.531
quad3d,partx,15000,0.7550,0.0176,0.3518,5.620
quad3d,partx,16000,0.7475,0.0197,0.3572,5.621
quad3d,partx,17000,0.7575,0.0190,0.3447,6.202
quad3d,partx,18000,0.7584,0.0186,0.3445,6.073
quad3d,partx,19000,0.7690,0.0267,0.3110,6.375
quad3d,partx,20000,0.7626,0.0298,0.3136,6.044
quad3d,partx,21000,0.7603,0.0204,0.3376,6.201
quad3d,partx,22000,0.7497,0.0217,0.3496,6.016
quad3d,partx,23000,0.7417,0.0258,0.3514,6.090
quad3d,fm_ranked,10000,0.9517,0.0081,0.0624,39.590
quad3d,fm_ranked,11000,0.9516,0.0059,0.0710,36.038
quad3d,fm_ranked,12000,0.9498,0.0064,0.0726,32.331
quad3d,fm_ranked,13000,0.9531,0.0071,0.0633,31.650
quad3d,fm_ranked,14000,0.9619,0.0069,0.0497,34.220
quad3d,fm_ranked,15000,0.9619,0.0067,0.0505,32.818
quad3d,fm_ranked,16000,0.9636,0.0051,0.0519,31.990
quad3d,fm_ranked,17000,0.9621,0.0049,0.0555,30.381
quad3d,fm_ranked,18000,0.9589,0.0053,0.0601,29.377
quad3d,fm_ranked,19000,0.9572,0.0046,0.0654,28.096
quad3d,fm_ranked,20000,0.9657,0.0072,0.0423,31.913
quad3d,fm_ranked,21000,0.9675,0.0049,0.0458,31.461
quad3d,fm_ranked,22000,0.9558,0.0054,0.0650,24.104
quad3d,fm_ranked,23000,0.9681,0.0049,0.0447,29.844
quad3d,fm_ranked,24000,0.9705,0.0035,0.0444,29.862
quad3d,fm_ranked,25000,0.9682,0.0042,0.0466,28.627
quad3d,fm_ranked,26000,0.9662,0.0061,0.0437,27.373
quad3d,fm_ranked,27000,0.9688,0.0036,0.0473,27.942
quad3d,fm_ranked,28000,0.9678,0.0043,0.0470,27.082
quad3d,fm_ranked,29000,0.9686,0.0043,0.0452,26.829
quad3d,fm_direct,10000,0.9518,0.0082,0.0620,39.584
quad3d,fm_direct,11000,0.9521,0.0062,0.0687,34.306
quad3d,fm_direct,12000,0.9521,0.0080,0.0638,31.613
quad3d,fm_direct,13000,0.9646,0.0067,0.0456,36.346
quad3d,fm_direct,14000,0.9677,0.0053,0.0437,35.602
quad3d,fm_direct,15000,0.9653,0.0059,0.0463,33.021
quad3d,fm_direct,16000,0.9638,0.0062,0.0482,32.341
quad3d,fm_direct,17000,0.9652,0.0058,0.0468,32.141
quad3d,fm_direct,18000,0.9643,0.0055,0.0495,30.594
quad3d,fm_direct,19000,0.9603,0.0082,0.0483,29.416
quad3d,fm_direct,20000,0.9601,0.0067,0.0533,28.058
quad3d,fm_direct,21000,0.9585,0.0055,0.0601,27.329
quad3d,fm_direct,22000,0.9571,0.0060,0.0607,26.164
quad3d,fm_direct,23000,0.9606,0.0047,0.0586,26.270
quad3d,fm_direct,24000,0.9561,0.0061,0.0622,23.721
quad3d,fm_direct,25000,0.9641,0.0037,0.0552,25.798
quad3d,fm_direct,26000,0.9668,0.0053,0.0457,29.682
quad3d,fm_direct,27000,0.9700,0.0040,0.0439,29.540
quad3d,fm_direct,28000,0.9633,0.0058,0.0503,26.783
quad3d,fm_direct,29000,0.9651,0.0034,0.0546,27.008
quad3d,fm_nonadapt,10000,0.9515,0.0082,0.0622,39.590
quad3d,fm_nonadapt,11000,0.9387,0.0035,0.1015,32.743
quad3d,fm_nonadapt,12000,0.9530,0.0068,0.0645,35.050
quad3d,fm_nonadapt,13000,0.9522,0.0052,0.0701,35.231
quad3d,fm_nonadapt,14000,0.9533,0.0069,0.0645,31.067
quad3d,fm_nonadapt,15000,0.9650,0.0067,0.0444,35.526
quad3d,fm_nonadapt,16000,0.9665,0.0038,0.0507,35.456
quad3d,fm_nonadapt,17000,0.9618,0.0081,0.0464,32.972
quad3d,fm_nonadapt,18000,0.9576,0.0042,0.0650,28.835
quad3d,fm_nonadapt,19000,0.9667,0.0055,0.0447,33.680
quad3d,fm_nonadapt,20000,0.9550,0.0052,0.0667,26.906
quad3d,fm_nonadapt,21000,0.9617,0.0068,0.0500,30.803
quad3d,fm_nonadapt,22000,0.9617,0.0064,0.0511,30.059
quad3d,fm_nonadapt,23000,0.9660,0.0060,0.0444,30.147
quad3d,fm_nonadapt,24000,0.9628,0.0064,0.0490,29.041
quad3d,fm_disp_greedy_d05,2000,0.8197,0.0005,0.2966,75.669
quad3d,fm_disp_greedy_d05,2500,0.9248,0.0020,0.1186,71.086
quad3d,fm_disp_greedy_d05,3000,0.9489,0.0097,0.0563,62.596
quad3d,fm_disp_greedy_d05,3500,0.9096,0.0021,0.1443,66.902
quad3d,fm_disp_greedy_d05,4000,0.9416,0.0062,0.0758,65.146
quad3d,fm_disp_greedy_d05,4500,0.9304,0.0008,0.1217,66.732
quad3d,fm_disp_greedy_d05,5000,0.9478,0.0025,0.0820,62.669
quad3d,fm_disp_greedy_d05,5500,0.9620,0.0015,0.0647,63.190
quad3d,fm_disp_greedy_d05,6000,0.9530,0.0019,0.0773,62.958
quad3d,fm_disp_greedy_d05,6500,0.9472,0.0078,0.0703,48.284
quad3d,fm_disp_greedy_d05,7000,0.9566,0.0017,0.0734,58.052
quad3d,fm_disp_greedy_d05,7500,0.9601,0.0018,0.0656,60.837
quad3d,fm_disp_greedy_d05,8000,0.9606,0.0060,0.0488,57.295
quad3d,fm_disp_greedy_d05,8500,0.9491,0.0022,0.0825,55.723
quad3d,fm_disp_greedy_d05,9000,0.9551,0.0030,0.0698,54.093
quad3d,fm_disp_greedy_d05,9500,0.9429,0.0122,0.0671,39.388
quad3d,fm_disp_greedy_d05,10000,0.9592,0.0028,0.0625,53.404
quad3d,fm_disp_greedy_d05,10500,0.9408,0.0034,0.0957,42.449
quad3d,fm_disp_greedy_d05,11000,0.9393,0.0021,0.1016,46.647
quad3d,fm_disp_greedy_d05,11500,0.9435,0.0081,0.0748,38.912
quad3d,fm_disp_greedy_d05,12000,0.9491,0.0077,0.0692,37.706
quad3d,fm_disp_greedy_d05,12500,0.9485,0.0078,0.0683,38.515
quad3d,fm_disp_greedy_d05,13000,0.9499,0.0068,0.0701,36.368
quad3d,fm_disp_greedy_d05,13500,0.9516,0.0062,0.0693,34.617
quad3d,fm_disp_gdiv_d05,2000,0.8197,0.0005,0.2966,75.669
quad3d,fm_disp_gdiv_d05,2500,0.8731,0.0014,0.2054,69.107
quad3d,fm_disp_gdiv_d05,3000,0.6893,0.0003,0.4690,68.697
quad3d,fm_disp_gdiv_d05,3500,0.9296,0.0028,0.1103,66.987
quad3d,fm_disp_gdiv_d05,4000,0.9072,0.0017,0.1508,67.845
quad3d,fm_disp_gdiv_d05,4500,0.9241,0.0102,0.1062,44.149
quad3d,fm_disp_gdiv_d05,5000,0.9499,0.0030,0.0768,64.220
quad3d,fm_disp_gdiv_d05,5500,0.9140,0.0008,0.1490,65.430
quad3d,fm_disp_gdiv_d05,6000,0.9648,0.0038,0.0498,59.956
quad3d,fm_disp_gdiv_d05,6500,0.9324,0.0027,0.1106,53.029
quad3d,fm_disp_gdiv_d05,7000,0.9601,0.0028,0.0626,57.725
quad3d,fm_disp_gdiv_d05,7500,0.9263,0.0031,0.1221,44.109
quad3d,fm_disp_gdiv_d05,8000,0.9375,0.0049,0.0991,40.190
quad3d,fm_disp_gdiv_d05,8500,0.9653,0.0013,0.0586,58.872
quad3d,fm_disp_gdiv_d05,9000,0.9653,0.0013,0.0596,56.615
quad3d,fm_disp_gdiv_d05,9500,0.9365,0.0090,0.0878,35.596
quad3d,fm_disp_gdiv_d05,10000,0.9569,0.0060,0.0592,46.285
quad3d,fm_disp_gdiv_d05,10500,0.9422,0.0054,0.0874,37.516
quad3d,fm_disp_gdiv_d05,11000,0.9553,0.0073,0.0585,41.900
quad3d,fm_disp_gdiv_d05,11500,0.9332,0.0083,0.0941,32.782
quad3d,fm_disp_gdiv_d05,12000,0.9631,0.0027,0.0563,51.027
quad3d,fm_disp_gdiv_d05,12500,0.9416,0.0063,0.0870,32.052
quad3d,fm_disp_gdiv_d05,13000,0.9448,0.0117,0.0635,37.956
quad3d,fm_disp_prop_d05,2000,0.8197,0.0005,0.2966,75.669
quad3d,fm_disp_prop_d05,2500,0.8344,0.0001,0.2822,69.425
quad3d,fm_disp_prop_d05,3000,0.9642,0.0034,0.0529,66.388
quad3d,fm_disp_prop_d05,3500,0.9250,0.0019,0.1213,66.696
quad3d,fm_disp_prop_d05,4000,0.9471,0.0077,0.0716,52.571
quad3d,fm_disp_prop_d05,4500,0.9428,0.0025,0.0896,63.428
quad3d,fm_disp_prop_d05,5000,0.9540,0.0032,0.0682,64.038
quad3d,fm_disp_prop_d05,5500,0.9613,0.0035,0.0557,61.655
quad3d,fm_disp_prop_d05,6000,0.9676,0.0020,0.0524,58.473
quad3d,fm_disp_prop_d05,6500,0.9479,0.0102,0.0643,44.689
quad3d,fm_disp_prop_d05,7000,0.9504,0.0087,0.0636,43.440
quad3d,fm_disp_prop_d05,7500,0.9634,0.0020,0.0589,58.114
quad3d,fm_disp_prop_d05,8000,0.9615,0.0083,0.0438,51.095
quad3d,fm_disp_prop_d05,8500,0.9521,0.0055,0.0687,42.539
quad3d,fm_disp_prop_d05,9000,0.9483,0.0036,0.0772,52.074
quad3d,fm_disp_prop_d05,9500,0.9640,0.0052,0.0490,47.421
quad3d,fm_disp_prop_d05,10000,0.9629,0.0068,0.0435,50.517
quad3d,fm_disp_prop_d05,10500,0.9470,0.0076,0.0715,37.557
quad3d,fm_disp_prop_d05,11000,0.9520,0.0060,0.0684,37.317
quad3d,fm_disp_prop_d05,11500,0.9499,0.0058,0.0721,37.422
quad3d,fm_disp_prop_d05,12000,0.9541,0.0049,0.0683,35.601
quad3d,fm_disp_prop_d05,12500,0.9522,0.0064,0.0661,37.389
quad3d,fm_disp_prop_d05,13000,0.9538,0.0051,0.0692,33.424
quad3d,fm_disp_greedy_d10,2000,0.8197,0.0005,0.2966,75.669
quad3d,fm_disp_greedy_d10,2500,0.2751,0.0001,0.8395,73.503
quad3d,fm_disp_greedy_d10,3000,0.9954,0.0001,0.0059,95.957
quad3d,fm_disp_greedy_d10,3500,0.8478,0.0004,0.2558,71.830
quad3d,fm_disp_greedy_d10,4000,0.9298,0.0020,0.1133,66.675
quad3d,fm_disp_greedy_d10,4500,0.9476,0.0014,0.0894,65.195
quad3d,fm_disp_greedy_d10,5000,0.9596,0.0022,0.0645,65.016
quad3d,fm_disp_greedy_d10,5500,0.9519,0.0028,0.0714,65.266
quad3d,fm_disp_greedy_d10,6000,0.9434,0.0012,0.0979,64.276
quad3d,fm_disp_greedy_d10,6500,0.9608,0.0078,0.0431,58.914
quad3d,fm_disp_greedy_d10,7000,0.9540,0.0029,0.0667,63.521
quad3d,fm_disp_greedy_d10,7500,0.9596,0.0067,0.0495,58.567
quad3d,fm_disp_greedy_d10,8000,0.9526,0.0062,0.0655,48.754
quad3d,fm_disp_greedy_d10,8500,0.9495,0.0012,0.0854,62.031
quad3d,fm_disp_greedy_d10,9000,0.9487,0.0136,0.0521,47.115
quad3d,fm_disp_greedy_d10,9500,0.9052,0.0004,0.1669,63.185
quad3d,fm_disp_greedy_d10,10000,0.9553,0.0052,0.0633,48.681
quad3d,fm_disp_greedy_d10,10500,0.9466,0.0110,0.0610,44.147
quad3d,fm_disp_greedy_d10,11000,0.9339,0.0078,0.0946,37.600
quad3d,fm_disp_greedy_d10,11500,0.9613,0.0067,0.0464,50.331
quad3d,fm_disp_greedy_d10,12000,0.9565,0.0017,0.0731,53.099
quad3d,fm_disp_greedy_d10,12500,0.9463,0.0102,0.0649,40.054
quad3d,fm_disp_greedy_d10,13000,0.9531,0.0074,0.0611,41.384
quad3d,fm_disp_greedy_d10,13500,0.9540,0.0076,0.0596,40.659
quad3d,fm_disp_gdiv_d10,2000,0.8197,0.0005,0.2966,75.669
quad3d,fm_disp_gdiv_d10,2500,0.9244,0.0025,0.1213,67.625
quad3d,fm_disp_gdiv_d10,3000,0.8124,0.0007,0.3040,72.207
quad3d,fm_disp_gdiv_d10,3500,0.9562,0.0081,0.0523,65.693
quad3d,fm_disp_gdiv_d10,4000,0.8901,0.0020,0.1761,70.061
quad3d,fm_disp_gdiv_d10,4500,0.9228,0.0095,0.1091,47.292
quad3d,fm_disp_gdiv_d10,5000,0.6038,0.0001,0.5666,71.322
quad3d,fm_disp_gdiv_d10,5500,0.8721,0.0004,0.2219,68.308
quad3d,fm_disp_gdiv_d10,6000,0.9486,0.0021,0.0842,65.857
quad3d,fm_disp_gdiv_d10,6500,0.9124,0.0002,0.1590,67.584
quad3d,fm_disp_gdiv_d10,7000,0.9568,0.0023,0.0693,63.395
quad3d,fm_disp_gdiv_d10,7500,0.4711,0.0000,0.6913,67.838
quad3d,fm_disp_gdiv_d10,8000,0.9645,0.0046,0.0498,59.371
quad3d,fm_disp_gdiv_d10,8500,0.8799,0.0004,0.2088,63.222
quad3d,fm_disp_gdiv_d10,9000,0.9360,0.0008,0.1121,62.785
quad3d,fm_disp_gdiv_d10,9500,0.8897,0.0002,0.1954,64.788
quad3d,fm_disp_gdiv_d10,10000,0.9648,0.0032,0.0525,57.915
quad3d,fm_disp_gdiv_d10,10500,0.9536,0.0006,0.0833,60.984
quad3d,fm_disp_gdiv_d10,11000,0.9519,0.0059,0.0669,50.296
quad3d,fm_disp_gdiv_d10,11500,0.9630,0.0050,0.0475,55.223
quad3d,fm_disp_gdiv_d10,12000,0.9497,0.0015,0.0864,50.742
quad3d,fm_disp_gdiv_d10,12500,0.9393,0.0060,0.0896,38.734
quad3d,fm_disp_gdiv_d10,13000,0.9264,0.0007,0.1291,56.409
quad3d,fm_disp_gdiv_d10,13500,0.9487,0.0062,0.0693,45.050
quad3d,fm_disp_prop_d10,2000,0.8197,0.0005,0.2966,75.669
quad3d,fm_disp_prop_d10,2500,0.8530,0.0007,0.2434,72.372
quad3d,fm_disp_prop_d10,3000,0.9496,0.0118,0.0528,61.401
quad3d,fm_disp_prop_d10,3500,0.9461,0.0033,0.0833,63.981
quad3d,fm_disp_prop_d10,4000,0.9112,0.0019,0.1432,65.300
quad3d,fm_disp_prop_d10,4500,0.9510,0.0043,0.0674,61.658
quad3d,fm_disp_prop_d10,5000,0.9182,0.0043,0.1296,44.724
quad3d,fm_disp_prop_d10,5500,0.9452,0.0048,0.0824,52.537
quad3d,fm_disp_prop_d10,6000,0.9177,0.0006,0.1449,63.714
quad3d,fm_disp_prop_d10,6500,0.9474,0.0058,0.0752,48.241
quad3d,fm_disp_prop_d10,7000,0.9464,0.0079,0.0717,45.116
quad3d,fm_disp_prop_d10,7500,0.9582,0.0051,0.0571,53.535
quad3d,fm_disp_prop_d10,8000,0.9475,0.0085,0.0677,43.964
quad3d,fm_disp_prop_d10,8500,0.9500,0.0087,0.0640,41.439
quad3d,fm_disp_prop_d10,9000,0.9468,0.0124,0.0589,40.939
quad3d,fm_disp_prop_d10,9500,0.9501,0.0092,0.0623,40.612
quad3d,fm_disp_prop_d10,10000,0.9478,0.0070,0.0717,41.688
quad3d,fm_disp_prop_d10,10500,0.9340,0.0085,0.0923,32.542
quad3d,fm_disp_prop_d10,11000,0.9606,0.0046,0.0552,47.732
quad3d,fm_disp_prop_d10,11500,0.9475,0.0092,0.0662,37.594
quad3d,fm_disp_prop_d10,12000,0.9370,0.0082,0.0872,31.485
quad3d,fm_disp_prop_d10,12500,0.9471,0.0045,0.0798,38.440
quad3d,fm_disp_prop_d10,13000,0.9451,0.0113,0.0637,34.618
humanoid,clf_adaptive,1000,0.9211,0.2795,0.0376,19.358
humanoid,clf_adaptive,2000,0.9541,0.2898,0.0099,40.836
humanoid,clf_adaptive,3000,0.9491,0.2090,0.0142,25.812
humanoid,clf_adaptive,4000,0.9535,0.1290,0.0273,31.118
humanoid,clf_adaptive,5000,0.9522,0.1225,0.0300,30.499
humanoid,clf_adaptive,6000,0.9513,0.1675,0.0171,23.117
humanoid,clf_adaptive,7000,0.9471,0.1505,0.0270,22.033
humanoid,clf_adaptive,8000,0.9570,0.1414,0.0155,28.848
humanoid,clf_adaptive,9000,0.9570,0.1333,0.0163,27.984
humanoid,clf_adaptive,10000,0.9584,0.1278,0.0170,28.522
humanoid,clf_adaptive,11000,0.9557,0.1456,0.0160,26.291
humanoid,clf_adaptive,12000,0.9577,0.1411,0.0146,27.184
humanoid,clf_adaptive,13000,0.9579,0.1425,0.0142,26.049
humanoid,clf_adaptive,14000,0.9591,0.1007,0.0230,33.704
humanoid,clf_adaptive,15000,0.9579,0.1132,0.0226,28.709
humanoid,clf_adaptive,16000,0.9596,0.1299,0.0167,28.241
humanoid,clf_adaptive,17000,0.9555,0.1351,0.0205,23.986
humanoid,clf_adaptive,18000,0.9574,0.1448,0.0150,23.868
humanoid,clf_adaptive,19000,0.9594,0.1276,0.0155,27.334
humanoid,clf_adaptive,20000,0.9604,0.1131,0.0187,28.530
humanoid,clf_adaptive,21000,0.9558,0.1475,0.0156,23.061
humanoid,clf_adaptive,22000,0.9611,0.1143,0.0178,28.030
humanoid,clf_adaptive,23000,0.9603,0.1244,0.0156,26.350
humanoid,clf_adaptive,24000,0.9585,0.1365,0.0141,25.980
humanoid,clf_adaptive,25000,0.9581,0.1401,0.0143,24.646
humanoid,clf_adaptive,26000,0.9567,0.1338,0.0179,24.053
humanoid,clf_adaptive,27000,0.9601,0.1287,0.0139,25.923
humanoid,clf_adaptive,28000,0.9609,0.1120,0.0184,27.730
humanoid,clf_adaptive,29000,0.9631,0.1232,0.0114,29.090
humanoid,clf_adaptive,30000,0.9613,0.1159,0.0166,27.087
humanoid,clf_nonadapt,1000,0.9211,0.2795,0.0376,19.358
humanoid,clf_nonadapt,2000,0.9428,0.2782,0.0168,33.187
humanoid,clf_nonadapt,3000,0.9453,0.1735,0.0299,34.093
humanoid,clf_nonadapt,4000,0.9460,0.1623,0.0294,30.390
humanoid,clf_nonadapt,5000,0.9527,0.1549,0.0222,32.809
humanoid,clf_nonadapt,6000,0.9530,0.1252,0.0283,35.057
humanoid,clf_nonadapt,7000,0.9517,0.1367,0.0267,30.881
humanoid,clf_nonadapt,8000,0.9526,0.1334,0.0266,29.052
humanoid,clf_nonadapt,9000,0.9505,0.1407,0.0270,28.442
humanoid,clf_nonadapt,10000,0.9554,0.1138,0.0265,33.348
humanoid,clf_nonadapt,11000,0.9574,0.1352,0.0178,31.204
humanoid,clf_nonadapt,12000,0.9558,0.1241,0.0238,29.684
humanoid,clf_nonadapt,13000,0.9521,0.1493,0.0209,24.135
humanoid,clf_nonadapt,14000,0.9566,0.1566,0.0137,26.156
humanoid,clf_nonadapt,15000,0.9558,0.1321,0.0210,29.117
humanoid,clf_nonadapt,16000,0.9597,0.1295,0.0150,29.446
humanoid,clf_nonadapt,17000,0.9590,0.1314,0.0170,29.113
humanoid,clf_nonadapt,18000,0.9530,0.1466,0.0204,24.736
humanoid,clf_nonadapt,19000,0.9583,0.1190,0.0204,28.618
humanoid,clf_nonadapt,20000,0.9563,0.1443,0.0165,24.042
humanoid,clf_nonadapt,21000,0.9581,0.1253,0.0189,26.844
humanoid,clf_nonadapt,22000,0.9586,0.1503,0.0123,25.698
humanoid,clf_nonadapt,23000,0.9604,0.1154,0.0181,30.508
humanoid,clf_nonadapt,24000,0.9605,0.1189,0.0172,29.473
humanoid,clf_nonadapt,25000,0.9610,0.1233,0.0163,29.051
humanoid,clf_nonadapt,26000,0.9619,0.1113,0.0180,29.589
humanoid,clf_nonadapt,27000,0.9613,0.1306,0.0122,29.737
humanoid,clf_nonadapt,28000,0.9612,0.1349,0.0127,27.322
humanoid,clf_nonadapt,29000,0.9575,0.1566,0.0117,22.812
humanoid,clf_nonadapt,30000,0.9576,0.1403,0.0157,24.923
humanoid,partx,1000,0.8969,0.2044,0.0938,7.405
humanoid,partx,2000,0.9125,0.2288,0.0573,6.446
humanoid,partx,3000,0.9133,0.2257,0.0566,5.841
humanoid,partx,4000,0.9226,0.2064,0.0482,7.540
humanoid,partx,5000,0.9226,0.2259,0.0409,7.748
humanoid,partx,6000,0.9223,0.2156,0.0454,7.630
humanoid,partx,7000,0.9257,0.2137,0.0391,6.266
humanoid,partx,8000,0.9248,0.2304,0.0341,6.430
humanoid,partx,9000,0.9256,0.2111,0.0404,6.088
humanoid,partx,10000,0.9253,0.2246,0.0353,6.293
humanoid,partx,11000,0.9159,0.2535,0.0423,7.350
humanoid,partx,12000,0.9195,0.1841,0.0622,6.867
humanoid,partx,13000,0.9261,0.2118,0.0391,6.375
humanoid,partx,14000,0.9179,0.2475,0.0413,7.296
humanoid,partx,15000,0.9177,0.2203,0.0507,6.772
humanoid,fm_adapt_mfF,1000,0.9077,0.4489,0.0221,22.548
humanoid,fm_adapt_mfF,2000,0.9143,0.4014,0.0209,22.444
humanoid,fm_adapt_mfF,3000,0.9064,0.3642,0.0341,19.044
humanoid,fm_adapt_mfF,4000,0.9111,0.4260,0.0189,21.592
humanoid,fm_adapt_mfF,5000,0.9070,0.4594,0.0156,21.244
humanoid,fm_adapt_mfF,6000,0.9175,0.3726,0.0220,22.954
humanoid,fm_adapt_mfF,7000,0.9134,0.3809,0.0247,23.166
humanoid,fm_adapt_mfF,8000,0.8986,0.4743,0.0177,16.480
humanoid,fm_adapt_mfF,9000,0.9085,0.4619,0.0175,23.566
humanoid,fm_adapt_mfF,10000,0.9109,0.3937,0.0239,21.092
humanoid,fm_adapt_mfF,11000,0.9100,0.4160,0.0208,21.562
humanoid,fm_adapt_mfF,12000,0.9084,0.3573,0.0316,15.194
humanoid,fm_adapt_mfF,13000,0.9129,0.3281,0.0344,18.432
humanoid,fm_adapt_mfF,14000,0.8999,0.3722,0.0361,12.906
humanoid,fm_adapt_mfF,15000,0.9151,0.3262,0.0310,16.092
humanoid,fm_adapt_mfF,16000,0.9254,0.3046,0.0272,26.134
humanoid,fm_adapt_mfF,17000,0.9115,0.3197,0.0337,14.306
